dispute_id,description,is_verified_duplicate,is_verified_failed,contains_fraud_keyword,contains_refund_keyword,contains_duplicate_keyword,true_category
D022,Got a double charge at the petrol pump. The attendant swiped my card twice.,1,0,0,0,1,DUPLICATE_CHARGE
D023,My NEFT failed but the amount has not been reversed.,0,1,0,1,0,FAILED_TRANSACTION
D024,I see a charge on my card that I dont recognize.,0,0,1,0,0,FRAUD
D025,My refund for a cancelled train ticket has not been credited.,0,0,0,1,0,REFUND_PENDING
D026,"There's an issue with my recent payment, the amount seems incorrect.",0,0,0,0,0,OTHERS
D027,"IMPS transfer failed, amount deducted from account.",0,1,0,0,0,FAILED_TRANSACTION
D028,The same amount was debited twice from my account for a single food order on Swiggy.,1,0,0,0,1,DUPLICATE_CHARGE
D029,I'm still waiting for money for a canceled transaction from two weeks ago.,0,0,0,1,0,REFUND_PENDING
D030,I suspect a fraudulent activity on my account. I didn't make this payment.,0,0,1,0,0,FRAUD
D031,"Payment app crashed during transaction, but my bank shows money is gone.",0,1,0,0,0,FAILED_TRANSACTION
D032,Duplicate debit for my electricity bill payment.,1,0,0,0,1,DUPLICATE_CHARGE
D033,Wrong amount charged for my EMI this month.,0,0,0,0,0,OTHERS
D034,Refund pending for a week after failed POS swipe.,0,1,0,1,0,FAILED_TRANSACTION
D035,Why am I being charged again for the same service?,1,0,0,0,1,DUPLICATE_CHARGE
D036,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D037,Refund not received for returned goods.,0,0,0,1,0,REFUND_PENDING
D038,My transaction failed but the amount was debited.,0,1,0,0,0,FAILED_TRANSACTION
D039,"This transaction is unauthorized, please block my card.",0,0,1,0,0,FRAUD
D040,I see two charges for my recent purchase from Zara.,1,0,0,0,1,DUPLICATE_CHARGE
D041,Beneficiary did not receive the money but my account is debited.,0,0,0,0,0,OTHERS
D042,Still waiting for refund after canceled transaction,0,0,0,1,0,REFUND_PENDING
D043,"UPI transfer failed but account is debited, no reversal yet.",0,1,0,1,0,FAILED_TRANSACTION
D044,A payment was made from my account that I do not recognise.,0,0,1,0,0,FRAUD
D045,Got two UPI debit messages for one QR scan.,1,0,0,0,1,DUPLICATE_CHARGE
D046,My NEFT is showing processed but beneficiary says not received.,0,0,0,0,0,OTHERS
D047,Got debited after payment failed on gateway.,0,1,0,0,0,FAILED_TRANSACTION
D048,Refund for canceled order not received,0,0,0,1,0,REFUND_PENDING
D049,This transaction looks suspicious. I didn't authorize it,0,0,1,0,0,FRAUD
D050,"Duplicate UPI transfer to same VPA, minutes apart.",1,0,0,0,1,DUPLICATE_CHARGE
D051,NEFT failed but amount not reversed yet.,0,1,0,1,0,FAILED_TRANSACTION
D052,Double charge from the same merchant within minutes.,1,0,0,0,1,DUPLICATE_CHARGE
D053,I have been waiting for my refund for over 15 days now.,0,0,0,1,0,REFUND_PENDING
D054,This is a fraudulent charge. I was at work when this transaction happened.,0,0,1,0,0,FRAUD
D055,My payment failed but my card was charged.,0,1,0,0,0,FAILED_TRANSACTION
D056,There is a problem with the last transaction.,0,0,0,0,0,OTHERS
D057,A second charge appeared on my statement for my hotel booking.,1,0,0,0,1,DUPLICATE_CHARGE
D058,"The app showed payment failed, but my bank debited the amount.",0,1,0,0,0,FAILED_TRANSACTION
D059,An unauthorized payment was made using my debit card.,0,0,1,0,0,FRAUD
D060,"I returned the shoes I bought online, when will I get my money back?",0,0,0,1,0,REFUND_PENDING
D061,The same UPI payment was sent twice by mistake.,1,0,0,0,1,DUPLICATE_CHARGE
D062,Transaction timed out but money was not credited back.,0,1,0,1,0,FAILED_TRANSACTION
D063,I dont know who made this transfer. It wasn't me.,0,0,1,0,0,FRAUD
D064,"Payment issue, need assistance.",0,0,0,0,0,OTHERS
D065,My money for a failed transaction has not been refunded.,0,1,0,1,0,FAILED_TRANSACTION
D066,Charged again for the same purchase.,1,0,0,0,1,DUPLICATE_CHARGE
D067,Refund not initiated for cancelled service.,0,0,0,1,0,REFUND_PENDING
D068,Saw a duplicate charge on my statement from an online store.,1,0,0,0,1,DUPLICATE_CHARGE
D069,My card was used for a transaction I didn't make.,0,0,1,0,0,FRAUD
D070,My online payment failed but I was charged for it.,0,1,0,0,0,FAILED_TRANSACTION
D071,The merchant is saying they havent recieved the payment.,0,0,0,0,0,OTHERS
D072,"I cancelled my food order, awaiting refund.",0,0,0,1,0,REFUND_PENDING
D073,My card was swiped twice at the restaurant.,1,0,0,0,1,DUPLICATE_CHARGE
D074,This is a suspicious debit from my account.,0,0,1,0,0,FRAUD
D075,Transaction error but money deducted. Not reversed.,0,1,0,1,0,FAILED_TRANSACTION
D076,Double debit for mobile recharge.,1,0,0,0,1,DUPLICATE_CHARGE
D077,When will I receive my refund?,0,0,0,1,0,REFUND_PENDING
D078,"Payment failed, amount not yet credited to my account.",0,1,0,1,0,FAILED_TRANSACTION
D079,This charge is fraudulent. I have my card with me.,0,0,1,0,0,FRAUD
D080,Billed twice for one subscription.,1,0,0,0,1,DUPLICATE_CHARGE
D081,My NEFT tx failed but money is gone.,0,1,0,0,0,FAILED_TRANSACTION
D082,The POS machine showed error but I got a debit alert.,0,1,0,0,0,FAILED_TRANSACTION
D083,I lost my wallet yesterday and I see this suspicious transaction today.,0,0,1,0,0,FRAUD
D084,The merchant cancelled my order. Where is my refund?,0,0,0,1,0,REFUND_PENDING
D085,My account has been charged two times for the same thing.,1,0,0,0,1,DUPLICATE_CHARGE
D086,What is this charge? I did not buy anything from this site.,0,0,1,0,0,FRAUD
D087,"I tried to pay but it failed, now my money is gone.",0,1,0,0,0,FAILED_TRANSACTION
D088,Duplicate charge for movie tickets.,1,0,0,0,1,DUPLICATE_CHARGE
D089,I am still waiting for the refund promised by the merchant.,0,0,0,1,0,REFUND_PENDING
D090,Payment confirmation not received from merchant.,0,0,0,0,0,OTHERS
D091,"My account was debited, but the transfer failed.",0,1,0,0,0,FAILED_TRANSACTION
D092,This is not my transaction. Please investigate this fraud.,0,0,1,0,0,FRAUD
D093,The exact same amount was deducted twice.,1,0,0,0,1,DUPLICATE_CHARGE
D094,Transaction shows failed but money was debited.,0,1,0,0,0,FAILED_TRANSACTION
D095,Refund for returned item is still pending.,0,0,0,1,0,REFUND_PENDING
D096,My card was charged again at the supermarket.,1,0,0,0,1,DUPLICATE_CHARGE
D097,An unauthorized payment was processed from my account.,0,0,1,0,0,FRAUD
D098,The payment was declined but my account balance is reduced.,0,1,0,0,0,FAILED_TRANSACTION
D099,I need help with a transaction.,0,0,0,0,0,OTHERS
D100,Charged twice for my online grocery order.,1,0,0,0,1,DUPLICATE_CHARGE
D790,Unauthorised transaction on my credit card from a merchant I don't know.,0,0,1,0,0,FRAUD
D791,Duplicate debit for my phone bill this month.,1,0,0,0,1,DUPLICATE_CHARGE
D792,My UPI transfer got stuck and failed but the money has not come back yet.,0,1,0,1,0,FAILED_TRANSACTION
D793,The refund for my cancelled booking has not been credited.,0,0,0,1,0,REFUND_PENDING
D794,This transaction looks suspicious. It happened at 3 AM.,0,0,1,0,0,FRAUD
D795,Billed me again for the same ride on Uber.,1,0,0,0,1,DUPLICATE_CHARGE
D796,My payment did not go through but the amount was debited.,0,1,0,0,0,FAILED_TRANSACTION
D797,I have been waiting for a refund for a returned shirt for 3 weeks.,0,0,0,1,0,REFUND_PENDING
D798,"The cashier said the first payment didnt work and swiped again, now i have two charges.",1,0,0,0,1,DUPLICATE_CHARGE
D799,My card was used for a payment in another city. I was not there. This is fraud.,0,0,1,0,0,FRAUD
D800,The transaction was unsuccessful but the money was taken from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1002,I did not make this transaction. This is completely unauthorized.,0,0,1,0,0,FRAUD
D1003,Charged twice for my coffee order just now. The second charge was a mistake.,1,0,0,0,1,DUPLICATE_CHARGE
D1004,Still waiting for my refund from a canceled Swiggy order from last week.,0,0,0,1,0,REFUND_PENDING
D1005,UPI transfer failed but money was not refunded.,0,1,0,1,0,FAILED_TRANSACTION
D1006,There is a suspicious transaction on my credit card that I don't recognize.,0,0,1,0,0,FRAUD
D1008,I see a duplicate charge for my subscription this month. Please check and reverse one.,1,0,0,1,1,DUPLICATE_CHARGE
D1009,The transaction failed but the amount was deducted. Pls credit back.,0,1,0,1,0,FAILED_TRANSACTION
D1010,My NEFT failed but the amount has not been reversed yet.,0,1,0,1,0,FAILED_TRANSACTION
D1011,NEFT credited to wrong beneficiary per my statement. What should I do?,0,0,0,0,0,OTHERS
D1012,My card was charged twice at the petrol pump. The attendant said the first one failed.,1,0,0,0,1,DUPLICATE_CHARGE
D1013,I returned an item to Amazon but my refund hasn't been processed.,0,0,0,1,0,REFUND_PENDING
D1014,This transaction is fraud. I was sleeping when this payment happened.,0,0,1,0,0,FRAUD
D1015,Got debited after payment failed on gateway.,0,1,0,0,0,FAILED_TRANSACTION
D1016,My wallet shows a payment I did not authorize. Please investigate.,0,0,1,0,0,FRAUD
D1017,Double charged for my order #54321.,1,0,0,0,1,DUPLICATE_CHARGE
D1019,Transaction shows fail but money was debited.,0,1,0,0,0,FAILED_TRANSACTION
D1021,Got two debit messages for one QR scan at the local store.,1,0,0,0,1,DUPLICATE_CHARGE
D1022,The amount debited is incorrect.,0,0,0,0,0,OTHERS
D1023,My NEFT is showing processed but beneficiary says they have not received the funds.,0,1,0,1,0,FAILED_TRANSACTION
D1024,This is a suspicious payment. I think my card has been compromised.,0,0,1,0,0,FRAUD
D1025,Still waiting for money back after a canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1028,IMPS transaction failed. amount debited. pls reverse.,0,1,0,1,0,FAILED_TRANSACTION
D1029,Someone used my card details for an online purchase. This is not me.,0,0,1,0,0,FRAUD
D1031,Why was I charged twice for the same thing?,1,0,0,0,1,DUPLICATE_CHARGE
D1032,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D1033,My payment to merchant@upi failed but I was debited.,0,1,0,0,0,FAILED_TRANSACTION
D1035,Duplicate charge for the same merchant within minutes.,1,0,0,0,1,DUPLICATE_CHARGE
D1036,Chargeback requested as I don't recognize this card txn.,0,0,1,1,0,FRAUD
D1037,Refund pending for a week after failed POS swipe. Please look into it.,0,0,0,1,0,REFUND_PENDING
D1038,My money has not been returned for the cancelled booking.,0,0,0,1,0,REFUND_PENDING
D1039,The POS machine charged my card twice.,1,0,0,0,1,DUPLICATE_CHARGE
D1040,There is an issue with my last transaction. Please check.,0,0,0,0,0,OTHERS
D1042,I see an unauthorized debit from my account.,0,0,1,0,0,FRAUD
D1044,Payment faild on BookMyShow but money was taken.,0,1,0,0,0,FAILED_TRANSACTION
D1045,This transaction looks suspicious. I didn't authorize it.,0,0,1,0,0,FRAUD
D1046,I am still waiting for refund after I cancelled my transaction.,0,0,0,1,0,REFUND_PENDING
D1047,Got charged again for the same service.,1,0,0,0,1,DUPLICATE_CHARGE
D1048,There was an error during payment but my account is debited.,0,1,0,0,0,FAILED_TRANSACTION
D1049,Payment issue. Not sure what happened.,0,0,0,0,0,OTHERS
D1050,When will I get my money back for the cancelled movie tickets?,0,0,0,1,0,REFUND_PENDING
D1051,I was double charged at the restaurant last night.,1,0,0,0,1,DUPLICATE_CHARGE
D1052,An unauthorized IMPS transfer was made from my account.,0,0,1,0,0,FRAUD
D1053,My transaction of Rs 2000 failed and the amount is not reversed.,0,1,0,1,0,FAILED_TRANSACTION
D1054,Duplicate monthly subscription charge.,1,0,0,0,1,DUPLICATE_CHARGE
D1055,Beneficiary did not receive the money but my account was debited.,0,1,0,1,0,FAILED_TRANSACTION
D1057,Fraudulent charge on my card. Please block it immediately.,0,0,1,0,0,FRAUD
D1059,Got two SMS alerts for a single UPI transaction.,1,0,0,0,1,DUPLICATE_CHARGE
D1060,My payment failed but the money hasnt come back.,0,1,0,1,0,FAILED_TRANSACTION
D1491,This is not my transaction. Please block my card immediately.,0,0,1,0,0,FRAUD
D1492,My EMI was deducted two times this month. This is incorrect.,1,0,0,0,1,DUPLICATE_CHARGE
D1495,The refund for my returned product is taking too long.,0,0,0,1,0,REFUND_PENDING
D1496,I see a charge from a company I've never heard of. This is unauthorized.,0,0,1,0,0,FRAUD
D1497,I was charged twice for a single ride on Ola.,1,0,0,0,1,DUPLICATE_CHARGE
D1498,My IRCTC payment failed but the ticket amount was debited. I want my money back.,0,1,0,1,0,FAILED_TRANSACTION
D1499,I cancelled my subscription but the refund has not appeared in my account yet.,0,0,0,1,0,REFUND_PENDING
D1500,Got a dublicate charge for my grocery shopping. (typo included),1,0,0,0,1,DUPLICATE_CHARGE
